business_id,name,categories,latitude,longitude
osm_DPS Future Windows School_college,DPS Future Windows School,college,17.3902275,78.4359297
osm_Isra School For Early Learners_college,Isra School For Early Learners,college,17.3924427,78.4332714
osm_Kidzee_college,Kidzee,college,17.3917777,78.4335037
osm_Sun Beam Kids_college,Sun Beam Kids,college,17.3906951,78.4281251
osm_Gautam Vidhyalaya_college,Gautam Vidhyalaya,college,17.3931587,78.4307287
osm_VIP International School_college,VIP International School,college,17.3848705,78.4299424
osm_Iqra International School_college,Iqra International School,college,17.3770594,78.4312693
osm_heera international school_college,heera international school,college,17.3678618,78.4311608
osm_New Brilliant High School_college,New Brilliant High School,college,17.366665,78.4296755
osm_BHARATHI HIGH SCHOOL_college,BHARATHI HIGH SCHOOL,college,17.3782153,78.4356797
osm_Sri Sai Surya High School_college,Sri Sai Surya High School,college,17.3707564,78.44202
osm_Indian High School_college,Indian High School,college,17.3688217,78.4466279
osm_Dew Drops High School_college,Dew Drops High School,college,17.3726843,78.4504049
osm_Mesco Grades High School_college,Mesco Grades High School,college,17.3723566,78.4512605
osm_Jyothi Memorial Good Shepherd High School_college,Jyothi Memorial Good Shepherd High School,college,17.3815923,78.4673148
osm_New Paramount High School_college,New Paramount High School,college,17.3789287,78.4641779
osm_LMG High School_college,LMG High School,college,17.3762245,78.4672731
osm_Decent High School_college,Decent High School,college,17.4169035,78.4985094
osm_Govt Girls High School_college,Govt Girls High School,college,17.4189264,78.5003002
osm_Modern High School_college,Modern High School,college,17.4144712,78.499219
osm_Musheerabad Public High School_college,Musheerabad Public High School,college,17.4182177,78.5018142
osm_Radiant High School_college,Radiant High School,college,17.419326,78.5042977
osm_kakatiya high school_college,kakatiya high school,college,17.4193915,78.5058749
osm_KRISHNAVENI TALENT SCHOOL_college,KRISHNAVENI TALENT SCHOOL,college,17.418597,78.5058844
osm_Blue Birds High School_college,Blue Birds High School,college,17.4177504,78.5060257
osm_MARTINET HIGH SCHOOL_college,MARTINET HIGH SCHOOL,college,17.415587,78.5037177
osm_Modern High School_college,Modern High School,college,17.415482,78.5020467
osm_Martinet High School_college,Martinet High School,college,17.4148758,78.5015916
osm_Red Convent High School_college,Red Convent High School,college,17.4131064,78.5015336
osm_Ram Nagar High School_college,Ram Nagar High School,college,17.4094797,78.5060608
osm_Holy Trinity High School_college,Holy Trinity High School,college,17.4104117,78.5065615
osm_Luna high School_college,Luna high School,college,17.4113057,78.5068802
osm_Vijay Bharathi Model High School_college,Vijay Bharathi Model High School,college,17.4112786,78.5064382
osm_KAKATIYA TECHNO SCHOOL_college,KAKATIYA TECHNO SCHOOL,college,17.4130521,78.5056436
osm_Mother Teresa's High School_college,Mother Teresa's High School,college,17.4128856,78.5064648
osm_St Pious X School_college,St Pious X School,college,17.4136041,78.5069181
osm_New Martinet High School_college,New Martinet High School,college,17.4152247,78.5078885
osm_Lotus Model School_college,Lotus Model School,college,17.4088025,78.5031921
osm_Model High School_college,Model High School,college,17.4253343,78.5238506
"osm_Don Bosco School, Ravindra Nagar, Sitaphalmandi_college","Don Bosco School, Ravindra Nagar, Sitaphalmandi",college,17.4251271,78.5220874
osm_AMARAVATHI SCHOOL_college,AMARAVATHI SCHOOL,college,17.4245923,78.5206308
osm_The Future School (Ekalavya School)_college,The Future School (Ekalavya School),college,17.4213524,78.5211463
osm_Sarathi School_college,Sarathi School,college,17.4195609,78.5402016
osm_Tejasvi Vidyaranya_college,Tejasvi Vidyaranya,college,17.4180277,78.539814
osm_JSPS Government Homeopathic Medical College_college,JSPS Government Homeopathic Medical College,college,17.3979714,78.5311836
osm_Pragati Vidya Niketan High School_college,Pragati Vidya Niketan High School,college,17.3945106,78.527628
osm_Sana High School_college,Sana High School,college,17.3945164,78.5288257
osm_Springboard International Pre School - Ramanthapur_college,Springboard International Pre School - Ramanthapur,college,17.3950545,78.5308929
osm_Vaishnavi Olympiad School_college,Vaishnavi Olympiad School,college,17.3953573,78.5305516
osm_Cardinal Gracious High School_college,Cardinal Gracious High School,college,17.3904006,78.5342435
osm_Krishnaveni Talent School_college,Krishnaveni Talent School,college,17.3874395,78.5332759
osm_Sai Vikas Model School_college,Sai Vikas Model School,college,17.3861566,78.5322703
osm_SUDHIKSHA PLAY SCHOOL_college,SUDHIKSHA PLAY SCHOOL,college,17.386448,78.5323491
osm_TS Grammar High School_college,TS Grammar High School,college,17.3875962,78.5309909
osm_Sathya sai high school_college,Sathya sai high school,college,17.3826528,78.5299096
osm_Sri Saraswathi School_college,Sri Saraswathi School,college,17.3813762,78.5170522
osm_gps school_college,gps school,college,17.3810378,78.5174638
osm_Gandhi High School_college,Gandhi High School,college,17.3841524,78.5275797
osm_Moon Right School_college,Moon Right School,college,17.3848505,78.5262214
osm_Old Gandhi High School_college,Old Gandhi High School,college,17.3849235,78.5255675
osm_New Patel Nagar AWC_college,New Patel Nagar AWC,college,17.3858946,78.5263139
osm_Divya Jyothi High School_college,Divya Jyothi High School,college,17.3860498,78.5277397
osm_Shantiniketan High School_college,Shantiniketan High School,college,17.3852432,78.5273984
osm_Bharati Vidhya Bhavan School_college,Bharati Vidhya Bhavan School,college,17.3858925,78.513538
osm_Sri Nalanda Talent High School_college,Sri Nalanda Talent High School,college,17.3894691,78.5074201
osm_Moral Educational And Welfare Society_college,Moral Educational And Welfare Society,college,17.3900796,78.5127656
osm_Knowledge High School_college,Knowledge High School,college,17.3886002,78.5143557
osm_Kishore Kunj High School_college,Kishore Kunj High School,college,17.3892025,78.514707
osm_Vivekananda School_college,Vivekananda School,college,17.3871818,78.5151895
osm_Unison International School_college,Unison International School,college,17.3835379,78.5179344
osm_Bhashyam Model High School_college,Bhashyam Model High School,college,17.3833066,78.5198893
osm_Suryodaya High School_college,Suryodaya High School,college,17.3837426,78.5202366
osm_Saraswathi Vidyaniketan High School_college,Saraswathi Vidyaniketan High School,college,17.3860223,78.5253082
"osm_Holy Mary Educational Society( Abacus, Vedic Maths, Calligraphy, Tutorials)_college","Holy Mary Educational Society( Abacus, Vedic Maths, Calligraphy, Tutorials)",college,17.3859916,78.5270101
osm_Sree Sai Baba Vidya Educational Society_college,Sree Sai Baba Vidya Educational Society,college,17.3868171,78.5291129
osm_Vignan Jyothi High School_college,Vignan Jyothi High School,college,17.3852326,78.5288541
osm_SAI RAM CONVENT HIGH SCHOOL_college,SAI RAM CONVENT HIGH SCHOOL,college,17.388468,78.5287184
osm_Rishi Talent School_college,Rishi Talent School,college,17.3879171,78.5275683
osm_Ananda Jyothi High School_college,Ananda Jyothi High School,college,17.3895601,78.5311984
osm_Little Flower's Play School_college,Little Flower's Play School,college,17.3904591,78.5154756
osm_Little Flower's High School_college,Little Flower's High School,college,17.390211,78.5160003
osm_Al Ameen Techno School_college,Al Ameen Techno School,college,17.389789,78.5176432
osm_St Paul's Model High School_college,St Paul's Model High School,college,17.3905434,78.5077177
osm_Sri Vidya Secondary School_college,Sri Vidya Secondary School,college,17.3918817,78.5090651
osm_Rose Buds High School_college,Rose Buds High School,college,17.3956978,78.5236746
osm_Swami Dayananda High School_college,Swami Dayananda High School,college,17.3952838,78.5232504
osm_Owaisi School Of Excellence_college,Owaisi School Of Excellence,college,17.3930972,78.5202065
osm_Osmania Model High School_college,Osmania Model High School,college,17.3936329,78.5201344
osm_Mumtaz High School_college,Mumtaz High School,college,17.391379,78.5060429
osm_St.Hannah's High School_college,St.Hannah's High School,college,17.3933668,78.507368
osm_T.I.M.E. Kids Preschool- D D Colony_college,T.I.M.E. Kids Preschool- D D Colony,college,17.3975579,78.5205286
"osm_Academic Heights Public School, D.D. Colony_college","Academic Heights Public School, D.D. Colony",college,17.3977645,78.5193422
"osm_EuroKids Preschool at Baghamberpet, Best Kindergarten in Hyderabad_college","EuroKids Preschool at Baghamberpet, Best Kindergarten in Hyderabad",college,17.4031565,78.5203681
osm_Kaushalya global the complete school DD Colony_college,Kaushalya global the complete school DD Colony,college,17.4027701,78.5202541
osm_Smartkidz Preschool_college,Smartkidz Preschool,college,17.4019562,78.5194856
osm_Bachpan Play School D D Colony_college,Bachpan Play School D D Colony,college,17.401498,78.5188486
osm_Narayana e-techno school_college,Narayana e-techno school,college,17.4013675,78.5181848
osm_Primavera Preschool_college,Primavera Preschool,college,17.4047002,78.5169313
osm_Geetanjali High School_college,Geetanjali High School,college,17.4052787,78.5161561
osm_Government High School Jamia Osmania_college,Government High School Jamia Osmania,college,17.4055679,78.5170252
osm_Andhra Mahila Sabha School Of Informatics_college,Andhra Mahila Sabha School Of Informatics,college,17.4061463,78.5153434
osm_Sri Aurobindo International School_college,Sri Aurobindo International School,college,17.4055852,78.5148806
osm_The Mother's Integral School_college,The Mother's Integral School,college,17.4055388,78.5150104
osm_Elen kindergarten School_college,Elen kindergarten School,college,17.3983884,78.5143918
osm_IQRA High School_college,IQRA High School,college,17.4186162,78.463343
osm_Rose School_college,Rose School,college,17.4186487,78.462253
osm_Nightingale School_college,Nightingale School,college,17.4172172,78.4628477
osm_Saviour High School_college,Saviour High School,college,17.4167139,78.463187
osm_Master Talent School_college,Master Talent School,college,17.4134137,78.4616519
osm_Saraswathi Vidya Mandir High School_college,Saraswathi Vidya Mandir High School,college,17.4136113,78.4641457
osm_Rockdale Nursery Pre School_college,Rockdale Nursery Pre School,college,17.4162302,78.455753
osm_A.P.M. School_college,A.P.M. School,college,17.4136159,78.4532113
osm_Saraswathi shisu mandir_college,Saraswathi shisu mandir,college,17.4130869,78.4530706
osm_SARASWATI VIDYA MANDIR SCHOOL_college,SARASWATI VIDYA MANDIR SCHOOL,college,17.4127151,78.4528972
osm_Sri Saraswathi Vidya Mandir Ps_college,Sri Saraswathi Vidya Mandir Ps,college,17.4126316,78.4522655
osm_Abhyasa School Khairatabad_college,Abhyasa School Khairatabad,college,17.4116427,78.4543627
osm_Jupiter Play School_college,Jupiter Play School,college,17.4112915,78.4543497
osm_Dayanand High School_college,Dayanand High School,college,17.411246,78.4555535
osm_Prakash Vidya Niketan High School_college,Prakash Vidya Niketan High School,college,17.4111386,78.4565351
osm_prakasam school_college,prakasam school,college,17.4109747,78.4566116
osm_Sri Ram Sai School_college,Sri Ram Sai School,college,17.4106395,78.4541655
osm_Hotline High School_college,Hotline High School,college,17.4114795,78.4615657
osm_Nishulk Prabhat High School_college,Nishulk Prabhat High School,college,17.4102426,78.4617494
osm_Shadan Junior College for Boys_college,Shadan Junior College for Boys,college,17.4091909,78.4613239
osm_Shadan Women's College of Engineering & Technology_college,Shadan Women's College of Engineering & Technology,college,17.4096032,78.4612074
osm_CHIREC International School Jubilee Hills Campus_college,CHIREC International School Jubilee Hills Campus,college,17.4284153,78.3988434
osm_NRI Academy Jubilee Hills_college,NRI Academy Jubilee Hills,college,17.4339646,78.3999765
osm_The Loharu Montessori Children's House_college,The Loharu Montessori Children's House,college,17.4328865,78.3994454
osm_Shriram Montessori Road No. 46 Branch_college,Shriram Montessori Road No. 46 Branch,college,17.4305637,78.3971694
"osm_Govt Primary School,Jubilee Hills-Masthan Nagar_college","Govt Primary School,Jubilee Hills-Masthan Nagar",college,17.4323904,78.3982658
osm_SHIVAJI VIDYA PEETH HIGH SCHOOL_college,SHIVAJI VIDYA PEETH HIGH SCHOOL,college,17.4223811,78.4037842
osm_Shriram Montessori House of Children_college,Shriram Montessori House of Children,college,17.41543,78.4048723
osm_Little Elly_college,Little Elly,college,17.4141797,78.4054691
osm_Pioneer World School_college,Pioneer World School,college,17.4423925,78.3971119
osm_St. Mary's Junior College_college,St. Mary's Junior College,college,17.4422085,78.3974119
osm_The Learningraph_college,The Learningraph,college,17.4433156,78.3969912
osm_VelocIITy School_college,VelocIITy School,college,17.4441106,78.3977727
osm_Iris Florets Madhapur_college,Iris Florets Madhapur,college,17.4443981,78.4006274
osm_Sloka Kindergarten School_college,Sloka Kindergarten School,college,17.4361015,78.4136397
osm_Indian Public School_college,Indian Public School,college,17.4354043,78.4151125
"osm_Happy Kids School and International Montessori Teachers Training , PPTC, NTTC COURCES_college","Happy Kids School and International Montessori Teachers Training , PPTC, NTTC COURCES",college,17.4340723,78.418004
osm_Sri Sai Ram High School_college,Sri Sai Ram High School,college,17.4346594,78.4217025
osm_Kidzee Jubileehills Play School_college,Kidzee Jubileehills Play School,college,17.436004,78.4174383
osm_Goutham Vidya Niketan_college,Goutham Vidya Niketan,college,17.4359805,78.4177569
osm_Little Star high school_college,Little Star high school,college,17.4377049,78.4143329
osm_Ekalavya Foundation_college,Ekalavya Foundation,college,17.4470171,78.4097371
osm_Brilliant Talent High School_college,Brilliant Talent High School,college,17.4482016,78.4111128
osm_Sai Renu Unique High School_college,Sai Renu Unique High School,college,17.4470664,78.4144352
osm_Joyce: The Play School_college,Joyce: The Play School,college,17.4365512,78.4269263
osm_SGB Model High School_college,SGB Model High School,college,17.4376017,78.4282397
osm_Unique Public School_college,Unique Public School,college,17.4324097,78.4252678
osm_Sai Krupa High School_college,Sai Krupa High School,college,17.4329953,78.4253617
osm_Sri Sairam High School_college,Sri Sairam High School,college,17.4344136,78.4249541
osm_Walter Memorial High School_college,Walter Memorial High School,college,17.4357487,78.4204287
osm_STAR GLOBAL SCHOOL_college,STAR GLOBAL SCHOOL,college,17.4345944,78.4190319
osm_Disha Schools_college,Disha Schools,college,17.4338968,78.4199433
osm_Sri Sai Kiran high School_college,Sri Sai Kiran high School,college,17.4333617,78.4230964
osm_Vidya Niketan High School_college,Vidya Niketan High School,college,17.433945,78.4276962
osm_Amaravathi High School_college,Amaravathi High School,college,17.4332692,78.4275719
osm_Sri Sairam High School_college,Sri Sairam High School,college,17.4330818,78.4271267
osm_Sri Sai Saraswathi Vidyanikethan_college,Sri Sai Saraswathi Vidyanikethan,college,17.4308888,78.4281653
osm_Unique Public School_college,Unique Public School,college,17.4319374,78.4286034
osm_Sri Sairam High School Main Branch_college,Sri Sairam High School Main Branch,college,17.4329259,78.4278769
osm_Sri Sai Public School_college,Sri Sai Public School,college,17.4330098,78.4283
osm_Santharam Public School_college,Santharam Public School,college,17.4305623,78.4291518
osm_HPS Kids Kamalapuri Colony_college,HPS Kids Kamalapuri Colony,college,17.4303869,78.430006
osm_Samskar Global High School_college,Samskar Global High School,college,17.4352522,78.4286618
osm_Aishwarya Educational Academy_college,Aishwarya Educational Academy,college,17.430131,78.4310177
osm_Brainobrain Hyderabad_college,Brainobrain Hyderabad,college,17.4306464,78.433941
osm_Radiant High School_college,Radiant High School,college,17.4348241,78.439629
osm_Sri Chaitanya School_college,Sri Chaitanya School,college,17.4372947,78.4412176
osm_Global kids international school_college,Global kids international school,college,17.4349108,78.4378621
osm_MGM INTERNATIONAL SCHOOL_college,MGM INTERNATIONAL SCHOOL,college,17.4345308,78.4328895
osm_Kidzee Pre-School_college,Kidzee Pre-School,college,17.4822094,78.2959999
osm_Raos High School_college,Raos High School,college,17.4785088,78.2975931
osm_Kidzee BHEL LINGAMPALLY_college,Kidzee BHEL LINGAMPALLY,college,17.4842051,78.2995091
osm_Thayal Grammer High School_college,Thayal Grammer High School,college,17.4830041,78.3063348
osm_Raos High School_college,Raos High School,college,17.4843865,78.3094556
osm_sri Sai Chaitanya School_college,sri Sai Chaitanya School,college,17.4903138,78.3169068
osm_Vidyaniketan Model High School_college,Vidyaniketan Model High School,college,17.4891242,78.3190946
osm_sharada vidyaniketan_college,sharada vidyaniketan,college,17.483293,78.3300281
osm_Wings Play School_college,Wings Play School,college,17.4709316,78.3324156
osm_Sahithi Vidyaniketan High School_college,Sahithi Vidyaniketan High School,college,17.4824269,78.3183098
osm_Seeds School - Uranus campus_college,Seeds School - Uranus campus,college,17.4799375,78.3176485
osm_Epistemo Vikas Leadership School_college,Epistemo Vikas Leadership School,college,17.4685707,78.3038358
osm_Sadhana Infinity School_college,Sadhana Infinity School,college,17.4755464,78.3029526
osm_Edsmart Global - Nallagandla_college,Edsmart Global - Nallagandla,college,17.4783486,78.3039511
"osm_EuroKids Preschool at Nallagandla, Most Awarded Kindergarten in Hyderabad_college","EuroKids Preschool at Nallagandla, Most Awarded Kindergarten in Hyderabad",college,17.4781306,78.3040678
osm_Akshaya Foundation School_college,Akshaya Foundation School,college,17.478913,78.3102125
osm_Sri Gayatri Junior College_college,Sri Gayatri Junior College,college,17.4891554,78.449123
"osm_Goverment Polytechnic College, Masab Tank_college","Goverment Polytechnic College, Masab Tank",college,17.4034843,78.4539566
osm_Flytech Aviation Academy_college,Flytech Aviation Academy,college,17.30874,78.5669782
osm_New Government Jr College_college,New Government Jr College,college,17.44278,78.4978476
osm_Narayana Jr.college_college,Narayana Jr.college,college,17.4954276,78.3244754
osm_Bhojreddy Engineering College for women_college,Bhojreddy Engineering College for women,college,17.354052,78.5095242
osm_Arts_college,Arts,college,17.4182235,78.5206142
osm_St.pious pg college_college,St.pious pg college,college,17.4234284,78.5446698
osm_St.pious degree college_college,St.pious degree college,college,17.4240443,78.5443686
osm_Vivekananda Degree Collage_college,Vivekananda Degree Collage,college,17.4825333,78.4131063
osm_Prathiba Degree Collage for Women_college,Prathiba Degree Collage for Women,college,17.4828497,78.4128695
osm_Loyola Junior College_college,Loyola Junior College,college,17.5034419,78.4845482
osm_Sri Chaitanya Jr. College_college,Sri Chaitanya Jr. College,college,17.4426737,78.4437773
osm_Sri Chaitanya Jr. College_college,Sri Chaitanya Jr. College,college,17.4423913,78.4437506
osm_Sri Chaitanya Jr. College_college,Sri Chaitanya Jr. College,college,17.4427025,78.4436167
osm_Sri Gayatri Jr. College_college,Sri Gayatri Jr. College,college,17.4428315,78.44277
osm_Sri chaitanya junior college(surya towers)_college,Sri chaitanya junior college(surya towers),college,17.4945417,78.3208112
"osm_Dept electronics, OU_college","Dept electronics, OU",college,17.4078593,78.5178193
"osm_Department of electronics, OU_college","Department of electronics, OU",college,17.4078353,78.5178157
osm_sri chaithanya kalashalam_college,sri chaithanya kalashalam,college,17.3975114,78.5363275
osm_princetion pg &degree college_college,princetion pg &degree college,college,17.3971773,78.5364406
osm_Goverment Degree College_college,Goverment Degree College,college,17.4811403,78.4155109
osm_Vani Degree College_college,Vani Degree College,college,17.3934062,78.4421423
osm_P.V. Narsimha Rao Telangana Veterinary University Administrative Office_college,P.V. Narsimha Rao Telangana Veterinary University Administrative Office,college,17.3262463,78.4094032
osm_JAAGRUTHI DEGREE COLLEGE_college,JAAGRUTHI DEGREE COLLEGE,college,17.4490197,78.5355881
osm_veda degree college_college,veda degree college,college,17.3514466,78.5168434
osm_St anns_college,St anns,college,17.4444167,78.5694417
osm_Resonance Junior College_college,Resonance Junior College,college,17.4189412,78.5429018
osm_Naresh IT New Block_college,Naresh IT New Block,college,17.4375367,78.4490358
osm_Avinash College of Commerce_college,Avinash College of Commerce,college,17.4936,78.4047193
osm_Angel Pre and primary school_college,Angel Pre and primary school,college,17.3925703,78.5097781
osm_vinjee junior college_college,vinjee junior college,college,17.482439,78.4133842
osm_jntu college_college,jntu college,college,17.4954642,78.3925356
osm_CAT Degree College Hyderabad_college,CAT Degree College Hyderabad,college,17.3887167,78.4737271
osm_KLH University_college,KLH University,college,17.4612654,78.36924
osm_Osmania University Police Station_police,Osmania University Police Station,police,17.4215275,78.5259566
osm_Madhapur Police Station_police,Madhapur Police Station,police,17.4398726,78.3960744
osm_SR Nagar Police Station_police,SR Nagar Police Station,police,17.4414291,78.4478427
osm_Deputy Commissioner of Police Office (South Zone)_police,Deputy Commissioner of Police Office (South Zone),police,17.3671554,78.479458
osm_Nallakunta Police Station_police,Nallakunta Police Station,police,17.4076968,78.5133112
osm_Saifabad Police Station_police,Saifabad Police Station,police,17.4110866,78.4646076
osm_Ramgopalpet Police Station_police,Ramgopalpet Police Station,police,17.4361643,78.4884749
osm_Amberpet Police Station_police,Amberpet Police Station,police,17.389303,78.5182437
osm_Malkajgiri Police Station_police,Malkajgiri Police Station,police,17.4498705,78.5374144
osm_ABIDS Police Station_police,ABIDS Police Station,police,17.3946616,78.4852099
osm_Nampally Police Station_police,Nampally Police Station,police,17.4000892,78.460378
osm_Humayun Nagar Police Station_police,Humayun Nagar Police Station,police,17.39555,78.4422291
osm_Chaderghat Police Station_police,Chaderghat Police Station,police,17.3779381,78.4917299
osm_Uppal Police Station_police,Uppal Police Station,police,17.4022035,78.5602268
osm_LB Nagar Police Station_police,LB Nagar Police Station,police,17.3467781,78.5515732
osm_Saroornagar Police Station_police,Saroornagar Police Station,police,17.3683187,78.5276599
osm_vanasthalipuram police station_police,vanasthalipuram police station,police,17.3320109,78.5690104
osm_Madhapur Police Station_police,Madhapur Police Station,police,17.4393976,78.3958896
osm_Tukaram Gate Police Station_police,Tukaram Gate Police Station,police,17.4451064,78.5174812
osm_Mahankali Police Station_police,Mahankali Police Station,police,17.4360262,78.4909597
osm_abids police station_police,abids police station,police,17.3889804,78.4761391
osm_Narayanaguda police station_police,Narayanaguda police station,police,17.3978573,78.4898195
osm_Abids traffic police station_police,Abids traffic police station,police,17.3889758,78.4761757
osm_Ramgopalpet Police Station_police,Ramgopalpet Police Station,police,17.4405614,78.4791247
osm_Madannapet police station_police,Madannapet police station,police,17.3586406,78.5010532
osm_Women police station_police,Women police station,police,17.4382434,78.3630264
osm_Gachibowli traffic police station_police,Gachibowli traffic police station,police,17.4458549,78.3519936
osm_Asif Nagar Traffic Police Station_police,Asif Nagar Traffic Police Station,police,17.3989925,78.4581018
osm_Chilkalguda Police Station_police,Chilkalguda Police Station,police,17.4303106,78.513215
osm_Kachiguda Traffic Police Station_police,Kachiguda Traffic Police Station,police,17.382365,78.493562
osm_Jeedimetla Police Station_police,Jeedimetla Police Station,police,17.50919,78.448492
osm_DSP office_police,DSP office,police,17.5296566,78.2649702
osm_Police Station_police,Police Station,police,17.5297092,78.264711
osm_Malakpet Police Station_police,Malakpet Police Station,police,17.3704861,78.5120044
osm_سعیدآباد تھانہ_police,سعیدآباد تھانہ,police,17.3620704,78.5091658
osm_کامتی پورہ تھانہ_police,کامتی پورہ تھانہ,police,17.3559794,78.4601652
osm_ریان بازار تھانہ_police,ریان بازار تھانہ,police,17.3617475,78.4881919
osm_میر چوک تھانہ_police,میر چوک تھانہ,police,17.3636186,78.480489
osm_Mangalhat Police station_police,Mangalhat Police station,police,17.3784078,78.4607424
osm_Dcp Office East Zone Amberpet_police,Dcp Office East Zone Amberpet,police,17.3863315,78.5169585
osm_Police station_police,Police station,police,17.534999,78.4346788
osm_Miyapur Traffic Police Station_police,Miyapur Traffic Police Station,police,17.4964332,78.3615646
osm_Alwal Police Station_police,Alwal Police Station,police,17.5040404,78.511667
osm_Police Station_police,Police Station,police,17.4815966,78.4151719
osm_Kushaiguda Police station_police,Kushaiguda Police station,police,17.4727515,78.5708481
osm_Old Police Station_police,Old Police Station,police,17.4533331,78.4140305
osm_Madhapur traffic police booth Cyberabad_police,Madhapur traffic police booth Cyberabad,police,17.4513495,78.3808903
osm_Jagadgirigutta Police Station_police,Jagadgirigutta Police Station,police,17.506386,78.4227008
osm_traffic police station_police,traffic police station,police,17.4801354,78.4185614
osm_Apollo Pharmacy_pharmacy,Apollo Pharmacy,pharmacy,17.4411195,78.3922165
osm_Sai Krishna Medical Hall_pharmacy,Sai Krishna Medical Hall,pharmacy,17.4426699,78.4415494
osm_Sri Sathya Sai Medical & General Stores_pharmacy,Sri Sathya Sai Medical & General Stores,pharmacy,17.4423328,78.4421888
osm_Apollo Pharmacy_pharmacy,Apollo Pharmacy,pharmacy,17.4387093,78.4503714
osm_Healthcare medical hall_pharmacy,Healthcare medical hall,pharmacy,17.3674722,78.486492
osm_deluxe medical hall_pharmacy,deluxe medical hall,pharmacy,17.3675439,78.4875756
osm_Reliable medical hall_pharmacy,Reliable medical hall,pharmacy,17.3675031,78.4831017
osm_Koundinya Medical&General Stores_pharmacy,Koundinya Medical&General Stores,pharmacy,17.4074716,78.5123242
osm_Apollo Pharmacy_pharmacy,Apollo Pharmacy,pharmacy,17.4023937,78.5096265
osm_Apollo Pharmacy_pharmacy,Apollo Pharmacy,pharmacy,17.4092213,78.4890195
osm_MedPlus_pharmacy,MedPlus,pharmacy,17.4172588,78.4118211
osm_Vasu Medical Store_pharmacy,Vasu Medical Store,pharmacy,17.402194,78.4833865
osm_Medical Store_pharmacy,Medical Store,pharmacy,17.4026538,78.4845254
osm_Apollo_pharmacy,Apollo,pharmacy,17.4362518,78.5185589
osm_MedPlus_pharmacy,MedPlus,pharmacy,17.4633883,78.3670206
osm_Hetero_pharmacy,Hetero,pharmacy,17.4634471,78.3670261
osm_Vishu Medical Hall_pharmacy,Vishu Medical Hall,pharmacy,17.4508429,78.5319111
osm_Gokul Medical Hall_pharmacy,Gokul Medical Hall,pharmacy,17.4499816,78.5353596
osm_Mediplus_pharmacy,Mediplus,pharmacy,17.3741194,78.5585102
osm_Med Plus Medical Store_pharmacy,Med Plus Medical Store,pharmacy,17.4300426,78.4387975
osm_Hetero Pharmacy_pharmacy,Hetero Pharmacy,pharmacy,17.4874234,78.3953291
osm_Apollo Pharmacy_pharmacy,Apollo Pharmacy,pharmacy,17.4339166,78.3688683
osm_Apollo Pharmacy_pharmacy,Apollo Pharmacy,pharmacy,17.4335968,78.3691605
osm_MedPlus_pharmacy,MedPlus,pharmacy,17.4341649,78.3686269
osm_Apollo Pharmacy_pharmacy,Apollo Pharmacy,pharmacy,17.3738992,78.5616784
osm_Kodali Medicals_pharmacy,Kodali Medicals,pharmacy,17.4366712,78.444992
osm_Apollo Pharmacy_pharmacy,Apollo Pharmacy,pharmacy,17.4874835,78.3951937
osm_Hetero_pharmacy,Hetero,pharmacy,17.3989187,78.5128218
osm_Apollo Pharmacy_pharmacy,Apollo Pharmacy,pharmacy,17.3990979,78.5128753
osm_Bhavani Medical Hall_pharmacy,Bhavani Medical Hall,pharmacy,17.4020764,78.5133161
osm_Med Plus_pharmacy,Med Plus,pharmacy,17.3297961,78.5692786
osm_Goodlife Pharmacy_pharmacy,Goodlife Pharmacy,pharmacy,17.4055879,78.4648219
osm_apollo_pharmacy,apollo,pharmacy,17.4135504,78.4884852
osm_Hetero_pharmacy,Hetero,pharmacy,17.4064817,78.4848769
osm_Amrutham Ayurveda Nilayam_pharmacy,Amrutham Ayurveda Nilayam,pharmacy,17.4104596,78.485199
osm_Aparna Pharmacy_pharmacy,Aparna Pharmacy,pharmacy,17.4739768,78.3093251
osm_Shalini Pharmacy_pharmacy,Shalini Pharmacy,pharmacy,17.4404871,78.4819554
osm_Bhavani Medical Stores_pharmacy,Bhavani Medical Stores,pharmacy,17.4401111,78.4824751
osm_Apollo Pharmacy_pharmacy,Apollo Pharmacy,pharmacy,17.497025,78.3545957
osm_More;Apollo Pharmacy_pharmacy,More;Apollo Pharmacy,pharmacy,17.505232,78.3566273
osm_Sai Krishna Pharmacy_pharmacy,Sai Krishna Pharmacy,pharmacy,17.5061317,78.3551143
osm_Apollo Pharmacy_pharmacy,Apollo Pharmacy,pharmacy,17.4940531,78.403187
osm_Apollo Pharmacy_pharmacy,Apollo Pharmacy,pharmacy,17.4964617,78.4058535
osm_Pashupathi Medical store_pharmacy,Pashupathi Medical store,pharmacy,17.4070384,78.4826422
osm_Pharmacy _pharmacy,Pharmacy ,pharmacy,17.3723814,78.5459288
osm_Apollo Pharmacy_pharmacy,Apollo Pharmacy,pharmacy,17.4467786,78.4470605
osm_MedPlus_pharmacy,MedPlus,pharmacy,17.4222086,78.4308591
osm_Kamakshi Medicals_pharmacy,Kamakshi Medicals,pharmacy,17.4402864,78.4797682
osm_Apollo Pharmacy_pharmacy,Apollo Pharmacy,pharmacy,17.493487,78.332069
osm_MedPlus_pharmacy,MedPlus,pharmacy,17.4171713,78.412363
osm_Apollo Pharmacy_pharmacy,Apollo Pharmacy,pharmacy,17.4208629,78.4025642
osm_Apollo Pharmacy_pharmacy,Apollo Pharmacy,pharmacy,17.487601,78.3136585
